Id,Time,Machine,Component,Parameter,Value
26,2022-09-21 04:59:29+00:00,Excavator_1,Misc,Exhaust Gas Temparature,345
48,2022-11-10 08:14:33+00:00,Backhoe_Loader_1,Fuel,Temparature,316
21,2022-10-14 08:41:35+00:00,Excavator_1,Fuel,Water in Fuel,263
17,2022-10-02 19:38:08+00:00,Backhoe_Loader_1,Engine,Oil Pressure,40
41,2022-10-26 13:10:26+00:00,Excavator_1,Fuel,Level,3
22,2022-11-14 20:18:23+00:00,Articulated_Truck_1,Engine,Oil Pressure,65
7,2022-09-28 12:13:56+00:00,Dozer_1,Drive,Pedal Sensor,3.632488491
1,2022-11-17 23:08:17+00:00,Dozer_1,Drive,Brake Control,7
40,2022-11-17 18:33:06+00:00,Excavator_1,Fuel,Level,6
43,2022-10-09 15:01:58+00:00,Excavator_1,Drive,Transmission Pressure,275
22,2022-09-21 07:48:17+00:00,Excavator_1,Misc,Exhaust Gas Temparature,240
18,2022-11-12 07:57:30+00:00,Excavator_1,Fuel,Level,6
16,2022-09-29 14:45:14+00:00,Backhoe_Loader_1,Misc,Air Filter Pressure,27
6,2022-09-23 21:10:32+00:00,Dozer_1,Misc,Exhaust Gas Temparature,368
25,2022-11-19 22:11:36+00:00,Articulated_Truck_1,Fuel,Water in Fuel,112
42,2022-11-19 03:23:08+00:00,Excavator_1,Drive,Pedal Sensor,4.769654221
36,2022-10-05 17:11:50+00:00,Dozer_1,Drive,Brake Control,10
15,2022-11-17 11:29:13+00:00,Backhoe_Loader_1,Engine,Temparature,93
46,2022-11-07 17:38:32+00:00,Dozer_1,Fuel,Water in Fuel,1031
11,2022-09-26 18:50:08+00:00,Backhoe_Loader_1,Drive,Transmission Pressure,385
3,2022-11-08 04:00:29+00:00,Articulated_Truck_1,Misc,Hydraulic Pump Rate,115
43,2022-09-26 01:46:19+00:00,Excavator_1,Fuel,Level,9
27,2022-11-11 07:08:06+00:00,Excavator_1,Engine,Speed,1683
35,2022-11-01 09:01:03+00:00,Dozer_1,Drive,Pedal Sensor,3.654081298
11,2022-11-15 04:18:32+00:00,Excavator_1,Fuel,Temparature,389
26,2022-11-07 19:57:25+00:00,Dozer_1,Misc,Exhaust Gas Temparature,228
20,2022-11-04 16:45:30+00:00,Articulated_Truck_1,Misc,Air Filter Pressure,29
18,2022-10-27 02:38:27+00:00,Articulated_Truck_1,Fuel,Level,7
47,2022-11-15 10:29:44+00:00,Backhoe_Loader_1,Drive,Brake Control,8
7,2022-10-11 15:47:34+00:00,Backhoe_Loader_1,Drive,Pedal Sensor,3.807598708
39,2022-09-28 08:23:43+00:00,Articulated_Truck_1,Engine,Oil Pressure,46
26,2022-10-18 05:21:41+00:00,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,265
10,2022-10-26 17:21:56+00:00,Dozer_1,Engine,Speed,1581
31,2022-11-02 19:53:39+00:00,Articulated_Truck_1,Drive,Pedal Sensor,3.7
30,2022-11-13 15:39:38+00:00,Excavator_1,Drive,Transmission Pressure,274
15,2022-11-18 01:08:01+00:00,Articulated_Truck_1,Drive,Transmission Pressure,337
30,2022-10-24 22:21:26+00:00,Articulated_Truck_1,Fuel,Level,4
44,2022-09-20 15:13:41+00:00,Dozer_1,Drive,Pedal Sensor,4.238000874
6,2022-11-12 17:33:09+00:00,Backhoe_Loader_1,Drive,Transmission Pressure,376
7,2022-09-24 13:18:09+00:00,Excavator_1,Drive,Pedal Sensor,3.272352887
37,2022-11-04 00:53:57+00:00,Dozer_1,Engine,Temparature,89
44,2022-10-04 18:00:32+00:00,Articulated_Truck_1,Engine,Oil Pressure,44
20,2022-10-08 10:27:24+00:00,Excavator_1,Engine,Oil Pressure,58
14,2022-09-28 12:01:34+00:00,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,364
21,2022-10-17 06:46:43+00:00,Dozer_1,Fuel,Water in Fuel,1491
29,2022-10-12 18:32:35+00:00,Dozer_1,Misc,System Voltage,13.41761367
9,2022-09-22 12:48:06+00:00,Dozer_1,Drive,Brake Control,5
14,2022-09-29 02:55:24+00:00,Excavator_1,Fuel,Level,4
11,2022-10-18 10:17:50+00:00,Dozer_1,Misc,Hydraulic Pump Rate,120
4,2022-11-14 22:35:06+00:00,Dozer_1,Misc,Air Filter Pressure,34
43,2022-10-22 08:59:33+00:00,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,82
29,2022-11-03 19:10:37+00:00,Excavator_1,Drive,Brake Control,1
9,2022-10-09 11:47:05+00:00,Backhoe_Loader_1,Engine,Oil Pressure,49
16,2022-10-10 01:03:05+00:00,Articulated_Truck_1,Misc,Air Filter Pressure,27
19,2022-10-15 00:09:14+00:00,Dozer_1,Fuel,Temparature,377
24,2022-11-03 08:05:06+00:00,Articulated_Truck_1,Drive,Pedal Sensor,4.5
23,2022-11-07 19:07:58+00:00,Articulated_Truck_1,Misc,Hydraulic Pump Rate,123
44,2022-10-10 16:46:11+00:00,Excavator_1,Fuel,Temparature,260
27,2022-10-15 21:27:20+00:00,Articulated_Truck_1,Engine,Speed,1470
35,2022-10-16 13:21:34+00:00,Excavator_1,Engine,Temparature,79
21,2022-10-22 11:18:05+00:00,Articulated_Truck_1,Engine,Speed,1640
26,2022-11-05 14:33:51+00:00,Excavator_1,Fuel,Level,9
32,2022-09-30 06:13:36+00:00,Dozer_1,Engine,Speed,1558
21,2022-11-13 04:29:18+00:00,Backhoe_Loader_1,Misc,System Voltage,15.03234671
28,2022-10-07 19:01:02+00:00,Dozer_1,Engine,Oil Pressure,38
11,2022-10-30 14:57:19+00:00,Dozer_1,Fuel,Temparature,247
9,2022-10-15 20:01:50+00:00,Backhoe_Loader_1,Misc,System Voltage,13.52453023
30,2022-10-31 11:19:44+00:00,Backhoe_Loader_1,Drive,Transmission Pressure,256
45,2022-09-24 04:52:00+00:00,Articulated_Truck_1,Fuel,Pressure,44
39,2022-09-22 14:03:10+00:00,Excavator_1,Engine,Oil Pressure,41
5,2022-10-11 12:43:51+00:00,Backhoe_Loader_1,Misc,System Voltage,14.99601457
43,2022-11-09 17:33:12+00:00,Articulated_Truck_1,Fuel,Level,4
18,2022-11-18 22:26:12+00:00,Excavator_1,Misc,Exhaust Gas Temparature,213
25,2022-09-22 06:45:54+00:00,Dozer_1,Misc,System Voltage,14.99873924
33,2022-09-20 04:00:38+00:00,Dozer_1,Engine,Oil Pressure,62
13,2022-11-05 09:20:12+00:00,Backhoe_Loader_1,Fuel,Water in Fuel,387
9,2022-09-30 08:31:41+00:00,Excavator_1,Engine,Oil Pressure,60
26,2022-10-27 18:45:02+00:00,Dozer_1,Drive,Pedal Sensor,3.869027293
38,2022-11-04 03:59:22+00:00,Dozer_1,Misc,Exhaust Gas Temparature,309
3,2022-10-16 06:31:30+00:00,Excavator_1,Misc,Hydraulic Pump Rate,124
9,2022-10-19 14:08:01+00:00,Dozer_1,Engine,Oil Pressure,25
50,2022-10-10 16:36:24+00:00,Excavator_1,Drive,Transmission Pressure,363
33,2022-10-02 05:53:12+00:00,Excavator_1,Fuel,Temparature,352
41,2022-09-25 01:09:58+00:00,Excavator_1,Misc,System Voltage,15.15201686
9,2022-10-07 21:05:23+00:00,Excavator_1,Fuel,Water in Fuel,422
16,2022-10-22 17:40:47+00:00,Dozer_1,Drive,Pedal Sensor,3.164963607
3,2022-11-18 22:33:09+00:00,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,95
1,2022-11-18 22:23:48+00:00,Excavator_1,Drive,Brake Control,9
34,2022-11-10 04:35:53+00:00,Backhoe_Loader_1,Drive,Transmission Pressure,433
9,2022-10-09 12:23:14+00:00,Backhoe_Loader_1,Fuel,Water in Fuel,1697
17,2022-09-29 15:23:39+00:00,Excavator_1,Drive,Brake Control,4
29,2022-09-27 22:00:34+00:00,Excavator_1,Engine,Temparature,87
32,2022-11-09 05:53:54+00:00,Excavator_1,Drive,Transmission Pressure,397
33,2022-10-27 12:29:39+00:00,Dozer_1,Drive,Pedal Sensor,4.461048219
17,2022-10-25 03:39:07+00:00,Dozer_1,Engine,Oil Pressure,43
28,2022-10-06 08:03:15+00:00,Articulated_Truck_1,Fuel,Pressure,59
11,2022-11-09 09:55:41+00:00,Backhoe_Loader_1,Engine,Oil Pressure,47
34,2022-10-16 20:00:46+00:00,Articulated_Truck_1,Misc,Exhaust Gas Temparature,177
48,2022-11-11 06:00:32+00:00,Dozer_1,Fuel,Temparature,308
26,2022-10-04 22:43:29+00:00,Backhoe_Loader_1,Fuel,Level,5
29,2022-09-25 09:45:34+00:00,Articulated_Truck_1,Fuel,Water in Fuel,119
35,2022-10-14 10:00:04+00:00,Articulated_Truck_1,Drive,Pedal Sensor,3.6
16,2022-10-11 07:50:03+00:00,Backhoe_Loader_1,Fuel,Pressure,57
15,2022-10-12 21:06:15+00:00,Excavator_1,Drive,Transmission Pressure,381
41,2022-10-12 11:09:49+00:00,Backhoe_Loader_1,Misc,System Voltage,13.6252553
9,2022-10-15 18:34:09+00:00,Articulated_Truck_1,Fuel,Water in Fuel,73
40,2022-09-20 00:19:55+00:00,Dozer_1,Drive,Transmission Pressure,291
48,2022-11-10 04:13:43+00:00,Backhoe_Loader_1,Misc,Air Filter Pressure,34
16,2022-09-23 05:16:55+00:00,Excavator_1,Engine,Speed,1664
28,2022-10-27 11:31:30+00:00,Articulated_Truck_1,Engine,Oil Pressure,36
35,2022-10-16 22:00:52+00:00,Dozer_1,Misc,Hydraulic Pump Rate,108
47,2022-10-14 10:28:22+00:00,Dozer_1,Engine,Oil Pressure,26
46,2022-11-06 13:33:21+00:00,Backhoe_Loader_1,Drive,Pedal Sensor,4.929791054
50,2022-09-28 03:25:11+00:00,Excavator_1,Misc,Exhaust Gas Temparature,262
13,2022-10-04 22:24:54+00:00,Articulated_Truck_1,Engine,Temparature,90
8,2022-09-20 19:51:35+00:00,Articulated_Truck_1,Engine,Speed,1600
50,2022-11-15 11:10:48+00:00,Dozer_1,Fuel,Water in Fuel,1368
8,2022-10-24 22:55:47+00:00,Backhoe_Loader_1,Drive,Brake Control,3
6,2022-10-27 14:19:48+00:00,Articulated_Truck_1,Fuel,Level,9
1,2022-11-16 21:17:21+00:00,Excavator_1,Fuel,Water in Fuel,434
27,2022-10-09 19:45:15+00:00,Backhoe_Loader_1,Drive,Brake Control,5
38,2022-10-21 07:11:20+00:00,Dozer_1,Fuel,Pressure,55
27,2022-11-10 17:17:53+00:00,Articulated_Truck_1,Drive,Brake Control,8
43,2022-10-16 23:04:57+00:00,Dozer_1,Drive,Transmission Pressure,348
46,2022-10-31 03:09:49+00:00,Articulated_Truck_1,Misc,Exhaust Gas Temparature,182
15,2022-10-19 23:01:49+00:00,Excavator_1,Fuel,Temparature,318
47,2022-10-13 13:39:39+00:00,Excavator_1,Fuel,Level,2
24,2022-10-15 07:34:57+00:00,Backhoe_Loader_1,Drive,Pedal Sensor,3.106900861
41,2022-09-24 00:26:58+00:00,Dozer_1,Drive,Transmission Pressure,264
37,2022-11-17 18:23:11+00:00,Dozer_1,Misc,System Voltage,12.54043736
2,2022-11-18 18:42:51+00:00,Excavator_1,Engine,Temparature,93
8,2022-09-26 00:43:42+00:00,Excavator_1,Fuel,Pressure,36
36,2022-11-15 04:53:04+00:00,Articulated_Truck_1,Drive,Brake Control,2
40,2022-10-01 16:25:45+00:00,Dozer_1,Fuel,Level,7
29,2022-10-15 21:41:34+00:00,Excavator_1,Fuel,Water in Fuel,140
29,2022-10-14 20:53:21+00:00,Dozer_1,Engine,Temparature,103
2,2022-11-03 15:29:27+00:00,Backhoe_Loader_1,Drive,Transmission Pressure,219
41,2022-09-24 09:59:11+00:00,Articulated_Truck_1,Engine,Speed,1700
41,2022-10-15 08:54:24+00:00,Dozer_1,Misc,System Voltage,13.4100005
13,2022-10-29 06:04:51+00:00,Excavator_1,Misc,System Voltage,12.28242958
12,2022-09-24 21:50:28+00:00,Backhoe_Loader_1,Drive,Pedal Sensor,4.482284399
39,2022-10-09 22:52:31+00:00,Articulated_Truck_1,Drive,Pedal Sensor,3.8
41,2022-11-12 02:41:50+00:00,Articulated_Truck_1,Drive,Transmission Pressure,377
4,2022-11-12 05:12:43+00:00,Backhoe_Loader_1,Misc,Air Filter Pressure,30
16,2022-10-08 21:20:48+00:00,Excavator_1,Fuel,Pressure,50
24,2022-10-26 07:17:54+00:00,Dozer_1,Drive,Pedal Sensor,3.928947275
30,2022-10-01 23:43:31+00:00,Backhoe_Loader_1,Engine,Speed,1435
44,2022-10-06 23:32:45+00:00,Excavator_1,Drive,Pedal Sensor,4.577743538
32,2022-10-28 08:29:18+00:00,Backhoe_Loader_1,Fuel,Level,5
14,2022-10-19 21:15:56+00:00,Excavator_1,Engine,Oil Pressure,37
17,2022-10-14 00:08:12+00:00,Excavator_1,Fuel,Water in Fuel,1760
26,2022-09-21 05:23:23+00:00,Backhoe_Loader_1,Drive,Pedal Sensor,3.061734931
25,2022-10-04 19:10:41+00:00,Excavator_1,Drive,Transmission Pressure,280
35,2022-09-28 03:24:39+00:00,Articulated_Truck_1,Misc,Hydraulic Pump Rate,117
15,2022-10-12 04:38:41+00:00,Articulated_Truck_1,Fuel,Temparature,0
46,2022-11-13 18:48:40+00:00,Articulated_Truck_1,Drive,Pedal Sensor,3.2
47,2022-10-27 09:31:59+00:00,Excavator_1,Engine,Oil Pressure,40
14,2022-10-01 20:40:04+00:00,Dozer_1,Drive,Pedal Sensor,4.432169639
11,2022-10-08 07:13:01+00:00,Excavator_1,Misc,Hydraulic Pump Rate,105
3,2022-11-01 21:23:01+00:00,Dozer_1,Misc,Hydraulic Pump Rate,122
10,2022-09-20 20:42:30+00:00,Backhoe_Loader_1,Fuel,Level,8
27,2022-11-14 02:18:23+00:00,Dozer_1,Misc,Hydraulic Pump Rate,85
40,2022-11-03 18:31:14+00:00,Dozer_1,Misc,Air Filter Pressure,31
47,2022-11-03 19:44:22+00:00,Excavator_1,Drive,Brake Control,3
34,2022-10-02 07:29:59+00:00,Articulated_Truck_1,Fuel,Pressure,71
39,2022-09-24 20:47:28+00:00,Backhoe_Loader_1,Engine,Oil Pressure,49
43,2022-10-28 17:13:22+00:00,Articulated_Truck_1,Misc,Hydraulic Pump Rate,106
2,2022-11-11 10:39:35+00:00,Backhoe_Loader_1,Engine,Temparature,75
4,2022-11-06 07:14:41+00:00,Dozer_1,Drive,Transmission Pressure,246
11,2022-10-11 01:06:23+00:00,Dozer_1,Engine,Oil Pressure,28
44,2022-11-19 22:32:17+00:00,Backhoe_Loader_1,Engine,Oil Pressure,36
38,2022-10-01 05:24:54+00:00,Backhoe_Loader_1,Fuel,Pressure,56
30,2022-10-30 00:01:20+00:00,Dozer_1,Engine,Speed,1654
44,2022-10-12 00:22:18+00:00,Excavator_1,Engine,Oil Pressure,58
7,2022-10-01 08:33:48+00:00,Dozer_1,Engine,Temparature,91
41,2022-10-10 19:51:54+00:00,Articulated_Truck_1,Fuel,Level,6
28,2022-11-07 09:59:13+00:00,Backhoe_Loader_1,Misc,Air Filter Pressure,22
16,2022-10-12 15:44:44+00:00,Excavator_1,Misc,Air Filter Pressure,23
12,2022-11-13 01:28:37+00:00,Excavator_1,Misc,Air Filter Pressure,22
46,2022-10-31 19:02:43+00:00,Articulated_Truck_1,Engine,Temparature,102
32,2022-09-26 00:11:56+00:00,Excavator_1,Engine,Speed,1541
16,2022-11-05 12:45:16+00:00,Backhoe_Loader_1,Drive,Pedal Sensor,4.881094041
27,2022-09-26 16:33:54+00:00,Excavator_1,Misc,Hydraulic Pump Rate,85
2,2022-09-25 20:48:50+00:00,Dozer_1,Engine,Temparature,91
7,2022-10-02 22:39:16+00:00,Excavator_1,Fuel,Temparature,287
45,2022-11-01 13:22:15+00:00,Excavator_1,Misc,System Voltage,13.28001145
26,2022-10-07 13:07:07+00:00,Excavator_1,Drive,Pedal Sensor,3.863268818
40,2022-10-08 23:24:02+00:00,Articulated_Truck_1,Fuel,Level,7
18,2022-11-14 14:13:54+00:00,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,298
3,2022-10-09 20:12:30+00:00,Articulated_Truck_1,Drive,Pedal Sensor,4.2
10,2022-09-24 21:47:49+00:00,Dozer_1,Misc,Exhaust Gas Temparature,347
22,2022-10-22 18:29:57+00:00,Dozer_1,Drive,Pedal Sensor,3.697780361
12,2022-11-18 13:37:42+00:00,Articulated_Truck_1,Fuel,Pressure,56
15,2022-09-30 11:58:00+00:00,Excavator_1,Misc,Hydraulic Pump Rate,77
33,2022-09-29 15:44:15+00:00,Excavator_1,Drive,Pedal Sensor,4.33372298
1,2022-10-03 21:15:29+00:00,Dozer_1,Misc,System Voltage,13.25205631
38,2022-09-28 04:20:54+00:00,Articulated_Truck_1,Engine,Speed,1870
30,2022-10-18 20:14:17+00:00,Excavator_1,Fuel,Level,3
33,2022-10-10 00:11:51+00:00,Backhoe_Loader_1,Misc,System Voltage,15.05098951
1,2022-10-12 10:00:10+00:00,Articulated_Truck_1,Misc,System Voltage,12.6
36,2022-10-02 11:20:36+00:00,Articulated_Truck_1,Misc,Air Filter Pressure,32
37,2022-09-27 18:20:43+00:00,Excavator_1,Fuel,Temparature,348
10,2022-10-27 11:45:49+00:00,Excavator_1,Drive,Brake Control,10
16,2022-11-10 03:11:17+00:00,Excavator_1,Drive,Pedal Sensor,3.68591812
49,2022-10-12 02:47:05+00:00,Articulated_Truck_1,Misc,System Voltage,14.8
50,2022-10-12 10:33:40+00:00,Articulated_Truck_1,Misc,Exhaust Gas Temparature,176
41,2022-10-16 23:52:49+00:00,Excavator_1,Drive,Transmission Pressure,274
48,2022-10-21 05:07:12+00:00,Articulated_Truck_1,Misc,Air Filter Pressure,35
5,2022-10-17 03:30:19+00:00,Dozer_1,Drive,Pedal Sensor,4.784579445
43,2022-11-09 20:27:46+00:00,Backhoe_Loader_1,Drive,Transmission Pressure,210
15,2022-10-02 07:50:37+00:00,Dozer_1,Engine,Temparature,95
45,2022-09-21 11:25:12+00:00,Dozer_1,Drive,Transmission Pressure,302
49,2022-10-15 10:26:09+00:00,Dozer_1,Drive,Brake Control,5
49,2022-09-22 11:34:13+00:00,Articulated_Truck_1,Fuel,Pressure,49
42,2022-09-25 23:38:54+00:00,Dozer_1,Misc,Exhaust Gas Temparature,366
5,2022-11-12 06:41:21+00:00,Backhoe_Loader_1,Engine,Speed,1390
8,2022-09-28 12:19:43+00:00,Excavator_1,Engine,Speed,1573
35,2022-10-23 19:30:59+00:00,Backhoe_Loader_1,Fuel,Water in Fuel,1325
25,2022-10-21 09:23:40+00:00,Dozer_1,Fuel,Water in Fuel,1369
36,2022-10-31 02:51:43+00:00,Dozer_1,Engine,Oil Pressure,52
18,2022-10-09 06:13:45+00:00,Articulated_Truck_1,Drive,Brake Control,8
36,2022-11-08 13:23:43+00:00,Backhoe_Loader_1,Misc,Air Filter Pressure,27
35,2022-09-23 23:37:30+00:00,Dozer_1,Fuel,Water in Fuel,1737
15,2022-11-16 01:47:15+00:00,Dozer_1,Fuel,Temparature,326
46,2022-11-08 19:04:47+00:00,Backhoe_Loader_1,Engine,Temparature,86
12,2022-11-11 21:04:58+00:00,Dozer_1,Drive,Pedal Sensor,4.690052669
35,2022-10-10 09:27:46+00:00,Backhoe_Loader_1,Drive,Pedal Sensor,4.988576675
10,2022-09-24 15:16:55+00:00,Dozer_1,Fuel,Level,3
30,2022-10-18 02:53:16+00:00,Articulated_Truck_1,Engine,Speed,1250
18,2022-10-14 00:20:39+00:00,Articulated_Truck_1,Misc,Exhaust Gas Temparature,240
31,2022-10-19 21:58:48+00:00,Articulated_Truck_1,Engine,Oil Pressure,25
28,2022-10-19 09:46:13+00:00,Dozer_1,Drive,Brake Control,6
23,2022-11-16 22:36:32+00:00,Dozer_1,Engine,Speed,1497
8,2022-10-18 19:50:57+00:00,Excavator_1,Misc,Air Filter Pressure,27
6,2022-10-12 18:45:54+00:00,Backhoe_Loader_1,Fuel,Level,5
27,2022-11-15 02:09:12+00:00,Excavator_1,Drive,Brake Control,8
48,2022-11-18 23:42:04+00:00,Backhoe_Loader_1,Engine,Temparature,90
4,2022-10-29 03:45:26+00:00,Backhoe_Loader_1,Engine,Temparature,82
43,2022-11-13 17:24:43+00:00,Backhoe_Loader_1,Engine,Speed,1434
30,2022-09-30 19:09:41+00:00,Backhoe_Loader_1,Fuel,Level,6
33,2022-10-15 01:00:34+00:00,Dozer_1,Fuel,Temparature,212
30,2022-10-11 12:35:16+00:00,Articulated_Truck_1,Drive,Transmission Pressure,267
9,2022-09-21 13:13:33+00:00,Backhoe_Loader_1,Drive,Brake Control,6
48,2022-10-29 07:18:36+00:00,Excavator_1,Drive,Brake Control,4
13,2022-10-17 06:14:45+00:00,Articulated_Truck_1,Misc,System Voltage,14.1
23,2022-09-30 14:50:34+00:00,Excavator_1,Misc,Hydraulic Pump Rate,80
14,2022-10-29 19:43:49+00:00,Excavator_1,Drive,Pedal Sensor,4.88319137
11,2022-09-25 07:56:22+00:00,Dozer_1,Drive,Transmission Pressure,394
46,2022-09-27 11:26:43+00:00,Excavator_1,Drive,Pedal Sensor,4.882826369
19,2022-10-19 19:30:06+00:00,Dozer_1,Misc,Hydraulic Pump Rate,113
50,2022-10-13 06:15:41+00:00,Articulated_Truck_1,Engine,Oil Pressure,65
43,2022-09-21 02:23:32+00:00,Excavator_1,Misc,Hydraulic Pump Rate,117
2,2022-09-21 07:24:10+00:00,Articulated_Truck_1,Drive,Transmission Pressure,220
11,2022-09-26 00:00:26+00:00,Articulated_Truck_1,Drive,Transmission Pressure,275
39,2022-10-10 09:11:15+00:00,Dozer_1,Engine,Oil Pressure,33
27,2022-10-09 16:04:22+00:00,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,82
44,2022-10-29 20:11:44+00:00,Dozer_1,Misc,Air Filter Pressure,26
50,2022-10-02 00:03:58+00:00,Excavator_1,Fuel,Water in Fuel,1439
22,2022-10-08 02:06:43+00:00,Articulated_Truck_1,Fuel,Level,6
6,2022-11-10 17:50:42+00:00,Articulated_Truck_1,Engine,Oil Pressure,67
7,2022-10-08 07:14:37+00:00,Backhoe_Loader_1,Engine,Temparature,97
26,2022-10-08 13:36:19+00:00,Backhoe_Loader_1,Engine,Temparature,75
32,2022-11-03 17:23:07+00:00,Articulated_Truck_1,Drive,Transmission Pressure,450
49,2022-10-22 19:26:20+00:00,Backhoe_Loader_1,Fuel,Pressure,56
10,2022-11-06 21:14:28+00:00,Backhoe_Loader_1,Engine,Speed,1521
9,2022-10-08 16:41:33+00:00,Excavator_1,Drive,Brake Control,7
36,2022-11-05 10:52:41+00:00,Articulated_Truck_1,Fuel,Level,3
6,2022-11-18 14:50:21+00:00,Articulated_Truck_1,Misc,Exhaust Gas Temparature,210
21,2022-10-12 01:36:54+00:00,Dozer_1,Drive,Transmission Pressure,402
32,2022-09-29 14:37:32+00:00,Dozer_1,Fuel,Level,7
9,2022-10-25 05:05:32+00:00,Dozer_1,Misc,System Voltage,14.37954839
42,2022-09-23 00:31:11+00:00,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,216
19,2022-10-27 01:33:05+00:00,Backhoe_Loader_1,Drive,Brake Control,10
32,2022-11-03 11:44:57+00:00,Dozer_1,Misc,Air Filter Pressure,31
15,2022-09-20 13:12:10+00:00,Excavator_1,Engine,Temparature,95
31,2022-09-30 11:08:12+00:00,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,82
32,2022-10-02 04:58:29+00:00,Excavator_1,Fuel,Level,9
47,2022-11-15 11:13:01+00:00,Articulated_Truck_1,Fuel,Level,3
12,2022-09-29 04:48:40+00:00,Backhoe_Loader_1,Fuel,Pressure,49
17,2022-10-12 23:09:11+00:00,Articulated_Truck_1,Engine,Oil Pressure,33
13,2022-10-13 00:58:38+00:00,Articulated_Truck_1,Fuel,Water in Fuel,78
24,2022-11-10 15:12:57+00:00,Backhoe_Loader_1,Fuel,Pressure,42
35,2022-11-10 13:10:10+00:00,Excavator_1,Drive,Pedal Sensor,4.827448942
2,2022-10-29 08:21:48+00:00,Articulated_Truck_1,Engine,Temparature,75
1,2022-10-18 01:45:10+00:00,Excavator_1,Misc,System Voltage,13.64227188
30,2022-11-02 06:05:02+00:00,Dozer_1,Fuel,Level,8
42,2022-11-08 03:02:05+00:00,Articulated_Truck_1,Misc,Exhaust Gas Temparature,176
45,2022-10-23 05:06:52+00:00,Excavator_1,Drive,Transmission Pressure,323
31,2022-10-06 04:05:58+00:00,Excavator_1,Drive,Pedal Sensor,4.68292418
16,2022-09-22 10:01:42+00:00,Dozer_1,Engine,Speed,1364
36,2022-09-29 12:45:46+00:00,Articulated_Truck_1,Engine,Oil Pressure,45
13,2022-10-13 18:41:08+00:00,Excavator_1,Engine,Temparature,75
27,2022-09-22 22:07:55+00:00,Excavator_1,Fuel,Temparature,355
41,2022-09-25 07:11:28+00:00,Backhoe_Loader_1,Engine,Speed,1687
36,2022-09-28 05:38:12+00:00,Backhoe_Loader_1,Fuel,Level,5
14,2022-11-05 00:37:05+00:00,Articulated_Truck_1,Drive,Pedal Sensor,4.4
43,2022-11-05 21:30:41+00:00,Dozer_1,Engine,Speed,1488
49,2022-10-11 16:32:08+00:00,Excavator_1,Engine,Speed,1377
32,2022-10-07 00:34:35+00:00,Backhoe_Loader_1,Engine,Speed,1475
36,2022-11-16 16:29:04+00:00,Excavator_1,Engine,Oil Pressure,39
31,2022-10-26 19:21:21+00:00,Dozer_1,Fuel,Water in Fuel,1337
49,2022-09-22 10:13:39+00:00,Articulated_Truck_1,Engine,Speed,1560
32,2022-10-24 06:36:55+00:00,Articulated_Truck_1,Engine,Speed,1550
3,2022-11-09 16:43:18+00:00,Excavator_1,Fuel,Temparature,398
2,2022-11-09 14:48:18+00:00,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,217
12,2022-10-26 09:36:25+00:00,Excavator_1,Engine,Speed,1644
41,2022-11-02 13:11:33+00:00,Dozer_1,Engine,Speed,1771
37,2022-10-07 14:22:03+00:00,Excavator_1,Drive,Brake Control,9
28,2022-10-29 05:23:13+00:00,Articulated_Truck_1,Drive,Brake Control,3
40,2022-10-07 20:27:16+00:00,Articulated_Truck_1,Engine,Temparature,100
29,2022-10-04 07:07:10+00:00,Dozer_1,Drive,Brake Control,5
27,2022-11-06 20:56:42+00:00,Backhoe_Loader_1,Engine,Speed,1341
24,2022-11-06 03:01:41+00:00,Dozer_1,Fuel,Pressure,52
17,2022-10-06 12:45:08+00:00,Backhoe_Loader_1,Misc,System Voltage,14.28619476
32,2022-10-03 23:13:53+00:00,Backhoe_Loader_1,Misc,Air Filter Pressure,25
16,2022-11-07 10:52:44+00:00,Articulated_Truck_1,Fuel,Pressure,67
47,2022-11-06 20:57:18+00:00,Dozer_1,Fuel,Level,3
37,2022-11-16 00:30:42+00:00,Articulated_Truck_1,Fuel,Temparature,0
26,2022-10-02 19:45:09+00:00,Articulated_Truck_1,Engine,Temparature,98
17,2022-10-14 21:48:09+00:00,Articulated_Truck_1,Fuel,Water in Fuel,81
48,2022-11-03 10:10:26+00:00,Articulated_Truck_1,Engine,Temparature,82
48,2022-11-14 12:04:22+00:00,Excavator_1,Fuel,Temparature,297
2,2022-09-21 05:43:34+00:00,Dozer_1,Fuel,Level,2
49,2022-10-16 02:12:14+00:00,Articulated_Truck_1,Drive,Brake Control,4
33,2022-10-05 02:16:40+00:00,Articulated_Truck_1,Fuel,Temparature,0
5,2022-11-12 20:53:35+00:00,Articulated_Truck_1,Misc,System Voltage,13.1
37,2022-10-12 15:59:17+00:00,Dozer_1,Drive,Brake Control,7
48,2022-10-22 21:45:34+00:00,Dozer_1,Drive,Brake Control,5
39,2022-11-02 10:51:05+00:00,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,90
